ref_date,value,id_num,series_name
2005-01-01,0.0058,433,id = 433
2005-02-01,0.0059,433,id = 433
2005-03-01,0.0060999999999999995,433,id = 433
2005-04-01,0.0087,433,id = 433
2005-05-01,0.0049,433,id = 433
2005-06-01,-2e-4,433,id = 433
2005-07-01,0.0025,433,id = 433
2005-08-01,0.0017000000000000001,433,id = 433
2005-09-01,0.0034999999999999996,433,id = 433
2005-10-01,0.0075,433,id = 433
2005-11-01,0.0055000000000000005,433,id = 433
2005-12-01,0.0036,433,id = 433
2006-01-01,0.0059,433,id = 433
2006-02-01,0.0040999999999999995,433,id = 433
2006-03-01,0.0043,433,id = 433
2006-04-01,0.0021,433,id = 433
2006-05-01,0.001,433,id = 433
2006-06-01,-0.0021,433,id = 433
2006-07-01,0.0019,433,id = 433
2006-08-01,5e-4,433,id = 433
2006-09-01,0.0021,433,id = 433
2006-10-01,0.0033,433,id = 433
2006-11-01,0.0031,433,id = 433
2006-12-01,0.0048,433,id = 433
2007-01-01,0.0044,433,id = 433
2007-02-01,0.0044,433,id = 433
2007-03-01,0.0037,433,id = 433
2007-04-01,0.0025,433,id = 433
2007-05-01,0.0028000000000000004,433,id = 433
2007-06-01,0.0028000000000000004,433,id = 433
2007-07-01,0.0024,433,id = 433
2007-08-01,0.004699999999999999,433,id = 433
2007-09-01,0.0018,433,id = 433
2007-10-01,0.003,433,id = 433
2007-11-01,0.0038,433,id = 433
2007-12-01,0.0074,433,id = 433
2008-01-01,0.0054,433,id = 433
2008-02-01,0.0049,433,id = 433
2008-03-01,0.0048,433,id = 433
2008-04-01,0.0055000000000000005,433,id = 433
2008-05-01,0.0079,433,id = 433
2008-06-01,0.0074,433,id = 433
2008-07-01,0.0053,433,id = 433
2008-08-01,0.0028000000000000004,433,id = 433
2008-09-01,0.0026,433,id = 433
2008-10-01,0.0045000000000000005,433,id = 433
2008-11-01,0.0036,433,id = 433
2008-12-01,0.0028000000000000004,433,id = 433
2009-01-01,0.0048,433,id = 433
2009-02-01,0.0055000000000000005,433,id = 433
2009-03-01,0.002,433,id = 433
2009-04-01,0.0048,433,id = 433
2009-05-01,0.004699999999999999,433,id = 433
2009-06-01,0.0036,433,id = 433
2009-07-01,0.0024,433,id = 433
2009-08-01,0.0015,433,id = 433
2009-09-01,0.0024,433,id = 433
2009-10-01,0.0028000000000000004,433,id = 433
2009-11-01,0.0040999999999999995,433,id = 433
2009-12-01,0.0037,433,id = 433
2010-01-01,0.0075,433,id = 433
2010-02-01,0.0078000000000000005,433,id = 433
2010-03-01,0.0052,433,id = 433
2010-04-01,0.005699999999999999,433,id = 433
2010-05-01,0.0043,433,id = 433
2010-06-01,0,433,id = 433
2010-07-01,1e-4,433,id = 433
2010-08-01,4e-4,433,id = 433
2010-09-01,0.0045000000000000005,433,id = 433
2010-10-01,0.0075,433,id = 433
2010-11-01,0.0083,433,id = 433
2010-12-01,0.0063,433,id = 433
2011-01-01,0.0083,433,id = 433
2011-02-01,0.008,433,id = 433
2011-03-01,0.0079,433,id = 433
2011-04-01,0.0077,433,id = 433
2011-05-01,0.004699999999999999,433,id = 433
2011-06-01,0.0015,433,id = 433
2011-07-01,0.0016,433,id = 433
2011-08-01,0.0037,433,id = 433
2011-09-01,0.0053,433,id = 433
2011-10-01,0.0043,433,id = 433
2011-11-01,0.0052,433,id = 433
2011-12-01,0.005,433,id = 433
2012-01-01,0.005600000000000001,433,id = 433
2012-02-01,0.0045000000000000005,433,id = 433
2012-03-01,0.0021,433,id = 433
2012-04-01,0.0064,433,id = 433
2012-05-01,0.0036,433,id = 433
2012-06-01,8e-4,433,id = 433
2012-07-01,0.0043,433,id = 433
2012-08-01,0.0040999999999999995,433,id = 433
2012-09-01,0.005699999999999999,433,id = 433
2012-10-01,0.0059,433,id = 433
2012-11-01,0.006,433,id = 433
2012-12-01,0.0079,433,id = 433
2013-01-01,0.0086,433,id = 433
2013-02-01,0.006,433,id = 433
2013-03-01,0.004699999999999999,433,id = 433
2013-04-01,0.0055000000000000005,433,id = 433
2013-05-01,0.0037,433,id = 433
2013-06-01,0.0026,433,id = 433
2013-07-01,3e-4,433,id = 433
2013-08-01,0.0024,433,id = 433
2013-09-01,0.0034999999999999996,433,id = 433
2013-10-01,0.005699999999999999,433,id = 433
2013-11-01,0.0054,433,id = 433
2013-12-01,0.0092,433,id = 433
2014-01-01,0.0055000000000000005,433,id = 433
2014-02-01,0.0069,433,id = 433
2014-03-01,0.0092,433,id = 433
2014-04-01,0.0067,433,id = 433
2014-05-01,0.0046,433,id = 433
2014-06-01,0.004,433,id = 433
2014-07-01,1e-4,433,id = 433
2014-08-01,0.0025,433,id = 433
2014-09-01,0.005699999999999999,433,id = 433
2014-10-01,0.0042,433,id = 433
2014-11-01,0.0051,433,id = 433
2014-12-01,0.0078000000000000005,433,id = 433
2015-01-01,0.0124,433,id = 433
2015-02-01,0.012199999999999999,433,id = 433
2015-03-01,0.0132,433,id = 433
2015-04-01,0.0070999999999999995,433,id = 433
2015-05-01,0.0074,433,id = 433
2015-06-01,0.0079,433,id = 433
2015-07-01,0.0062,433,id = 433
2015-08-01,0.0022,433,id = 433
2015-09-01,0.0054,433,id = 433
2015-10-01,0.008199999999999999,433,id = 433
2015-11-01,0.0101,433,id = 433
2015-12-01,0.0096,433,id = 433
2016-01-01,0.0127,433,id = 433
2016-02-01,0.009000000000000001,433,id = 433
2016-03-01,0.0043,433,id = 433
2016-04-01,0.0060999999999999995,433,id = 433
2016-05-01,0.0078000000000000005,433,id = 433
2016-06-01,0.0034999999999999996,433,id = 433
2016-07-01,0.0052,433,id = 433
2016-08-01,0.0044,433,id = 433
2016-09-01,8e-4,433,id = 433
2016-10-01,0.0026,433,id = 433
2016-11-01,0.0018,433,id = 433
2016-12-01,0.003,433,id = 433
2017-01-01,0.0038,433,id = 433
2017-02-01,0.0033,433,id = 433
2017-03-01,0.0025,433,id = 433
2017-04-01,0.0014000000000000002,433,id = 433
2017-05-01,0.0031,433,id = 433
2017-06-01,-0.0023,433,id = 433
2017-07-01,0.0024,433,id = 433
2017-08-01,0.0019,433,id = 433
2017-09-01,0.0016,433,id = 433
2017-10-01,0.0042,433,id = 433
